year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,normalized_degree,canonical_degree
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.1,51.3,3126,2900,3246,2900,2750,3520,in marketing,In Marketing
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,88,36,3125,3100,3284,3185,2950,3500,in supply chain management,In Supply Chain Management
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),94.6,82.1,3809,3800,3901,3800,3500,4150,(engineering product development),(Engineering Product Development)
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.2,77.1,4195,3950,4287,4000,3725,4900,(engineering systems and design),(Engineering Systems And Design)
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),96.9,85.4,4581,4500,4734,4500,4000,5000,(information systems technology and design),(Information Systems Technology And Design)
2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),100,95.6,3897,3800,3982,3800,3500,4070,(architecture and sustainable design),(Architecture And Sustainable Design)
2021,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.7,93,3505,3300,3539,3400,3100,3500,accountancy (hons),Accountancy (Hons)
2021,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),96.2,85.2,4211,4000,4362,4000,3500,4800,business (hons),Business (Hons)
2021,Nanyang Technological University,College of Engineering,Aerospace Engineering,94.4,87.3,4250,4250,4321,4471,3792,5000,aerospace engineering,Aerospace Engineering
2021,Nanyang Technological University,College of Engineering,Bioengineering,90.9,75.8,3480,3483,3654,3500,3300,3850,bioengineering,Bioengineering
2021,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,91.1,84.8,3784,3600,3959,3740,3600,4300,chemical and biomolecular engineering,Chemical And Biomolecular Engineering
2021,Nanyang Technological University,College of Engineering,Civil Engineering,97.7,92,3596,3500,3664,3540,3400,3800,civil engineering,Civil Engineering
2021,Nanyang Technological University,College of Engineering,Computer Engineering,95.8,89.6,4649,4500,4847,4500,4000,5000,computer engineering,Computer Engineering
2021,Nanyang Technological University,College of Engineering,Computer Science,97,91,4871,4800,4924,4800,4200,5450,computer science,Computer Science
2021,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,90.9,90.9,4485,4580,4566,4583,4530,4900,double degree in engineering and economics,Double Degree In Engineering And Economics
2021,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,93.9,88.6,3978,3900,4069,4000,3600,4400,electrical and electronic engineering,Electrical And Electronic Engineering
2021,Nanyang Technological University,College of Engineering,Environmental Engineering,96.6,86.2,3422,3500,3487,3500,3200,3600,environmental engineering,Environmental Engineering
2021,Nanyang Technological University,College of Engineering,Information Engineering and Media,95.7,88.6,4247,4200,4325,4200,3900,4800,information engineering and media,Information Engineering And Media
2021,Nanyang Technological University,College of Engineering,Maritime Studies,98.4,95.2,3697,3500,3763,3500,3500,4000,maritime studies,Maritime Studies
2021,Nanyang Technological University,College of Engineering,Materials Engineering,96.3,83,3701,3600,3801,3650,3500,4000,materials engineering,Materials Engineering
2021,Nanyang Technological University,College of Engineering,Mechanical Engineering,94,86.1,3845,3700,4006,3800,3570,4400,mechanical engineering,Mechanical Engineering
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",86.2,46.6,3146,3000,3182,3000,2650,3675,"art, design and media","Art, Design & Media"
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,87,72.5,3376,3250,3483,3300,3053,3650,chinese,Chinese
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,96.9,80.8,3463,3375,3548,3500,3000,3943,communication studies,Communication Studies
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,93.5,88.3,3658,3500,3720,3650,3300,4000,economics,Economics
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,95.5,64.2,3254,3300,3354,3500,3000,3600,english,English
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,82.2,66.7,3724,3675,3800,3675,3500,4000,history,History
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,92.9,75,3794,3650,3822,3650,3450,4180,inter-disciplinary double major,Inter-Disciplinary Double Major
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,87.2,70.2,3351,3300,3398,3300,3000,3850,linguistics and multilingual studies,Linguistics And Multilingual Studies
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,88.5,57.7,3394,3400,3502,3400,2915,4480,philosophy,Philosophy
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,91.8,71.8,3342,3300,3362,3350,3000,3500,psychology,Psychology
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,83.3,77.1,4024,3778,4105,3804,3500,4524,public policy and global affairs,Public Policy And Global Affairs
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,91.3,69.6,3509,3475,3567,3500,3200,3940,sociology,Sociology
2021,Nanyang Technological University,College of Science,Biological Sciences / Biomedical Sciences,96.8,81.7,3470,3400,3569,3500,3260,3800,biological sciences / biomedical sciences,Biological Sciences / Biomedical Sciences
2021,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,90.9,77.3,3023,3100,3119,3100,2890,3300,biomedical sciences and chinese medicine,Biomedical Sciences (Traditional Chinese Medicine)
2021,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,90.2,74.4,3367,3400,3501,3400,3100,3700,chemistry and biological chemistry,Chemistry & Biological Chemistry
2021,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,100,91.3,3810,3892,3888,3950,3500,4300,environmental earth systems sciences,Environmental Earth Systems Sciences
2021,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,91,75.6,3939,3750,4039,3806,3500,4500,mathematical sciences / mathematical sciences and economics,Mathematical Sciences / Mathematical Sciences And Economics
2021,Nanyang Technological University,College of Science,Physics and Applied Physics,84.5,69,3710,3570,3793,3600,3384,4000,physics and applied physics,Physics / Applied Physics
2021,Nanyang Technological University,Sports Science and Management,Sports Science and Management,86.2,55.4,3292,3300,3438,3300,3100,3620,sports science and management,Sports Science And Management
2021,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3563,3754,3718,3780,3700,3900,arts (with education),Arts (With Education)
2021,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,100,100,3578,3776,3796,3904,3727,4000,science (with education),Science (With Education)
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,100,100,4702,4700,5404,5500,5200,5800,medicine,Medicine
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,91.4,70,3405,3200,3600,3200,2850,4100,arts,Arts
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.8,68.3,3619,3500,3731,3650,3400,3983,arts (hons),Arts (Hons)
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,92.5,78.2,3757,3531,3850,3600,3400,4100,social sciences,Social Sciences
2021,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4256,4200,4286,4200,4200,4600,dental surgery,Dental Surgery
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),94.4,83.3,3610,3500,3732,3600,3300,4000,(biomedical engineering),(Chemical Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),91.4,84.8,3793,3700,4023,3800,3600,4300,(chemical engineering),(Chemical Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97.3,97.3,3780,3700,3897,3700,3500,4100,(civil engineering),(Chemical Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),95.1,93,4251,4000,4377,4150,3900,4550,(electrical engineering),(Chemical Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,89.5,68.4,4189,4500,4399,4500,4000,4900,(engineering science),(Engineering Science)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),97.1,88.6,3572,3500,3607,3500,3300,3900,(environmental engineering),(Environmental Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96.7,91.8,4237,4150,4417,4500,4000,4900,(industrial and systems engineering),(Industrial And Systems Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),91.7,87.5,3899,3775,4020,3896,3600,4200,(materials science and engineering),(Materials Science And Engineering)
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.5,89.5,3965,3800,4115,3875,3500,4550,(mechanical engineering),(Chemical Engineering)
2021,National University of Singapore,Faculty of Law,Bachelor of Laws #,96.5,93.5,5398,5150,5627,5600,4500,6000,laws,Laws
2021,National University of Singapore,Faculty of Science,Bachelor of Science,82.4,56.9,3446,3300,3627,3527,3100,4000,science,Science
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),92.2,76.5,3665,3500,3767,3600,3400,4000,(hons),(Hons)
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,100,100,4655,4500,4677,4500,4000,5000,(computational biology),Computing (Computational Biology)
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,95.9,91.9,3773,3760,3923,3915,3636,4200,(pharmacy),(Pharmacy)
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),97.7,95.3,4819,4500,4981,4800,4200,5400,(data science and analytics),(Data Science And Analytics)
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration,94.7,81.6,5199,3550,5567,3700,3125,7625,business administration,Business Administration
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98.1,93.5,4828,4200,4950,4347,3700,5200,business administration (hons),Business Administration
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,100,100,3380,3300,3515,3400,3013,3750,business administration (accountancy),Business Administration (Accountancy)
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97,96.3,4124,3430,4194,3500,3200,4600,business administration (accountancy) (hons),Business Administration (Accountancy)
2021,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),99.1,96.4,5898,5800,6002,6000,5000,6900,computing (computer science),Computing (Computer Engineering)
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,100,100,4992,5000,5095,5400,4305,5500,computing (information security),Computing (Information Systems)
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),97.5,96.2,5087,5000,5217,5000,4500,5400,computing (information systems),Computing (Information Systems)
2021,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),100,100,5437,5050,5603,5400,4800,6125,(business analytics),(Business Analytics)
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),97.7,96.6,4090,4000,4139,4000,3600,4440,arts (architecture),Arts (Architecture)
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87.5,75,4146,3825,4178,3825,3200,4250,arts (industrial design),Arts (Industrial Design)
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),93.1,92.1,3424,3450,3560,3500,3200,3700,(project and facilities management),(Project And Facilities Management)
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94.5,82.4,3692,3575,3863,3700,3400,4000,(real estate),(Real Estate)
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na,na,na,na,na,medicine and surgery,Medicine And Surgery (Mbbs)
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),96.2,93.3,3300,3350,3530,3550,3350,3750,(nursing),(Nursing)
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),97.9,96.8,3482,3500,3750,3750,3550,3950,(nursing) (hons),(Nursing) (Hons)
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,82.4,35.3,3136,2958,3203,3100,2915,3600,music,Music
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,88.3,70.8,4344,4000,4453,4000,3500,5000,arts with honours,Arts With Honours
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,94.6,83.8,4779,4500,4952,4500,3800,5650,with honours,Arts With Honours
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),97.4,91.2,5345,5000,5473,5400,4500,6200,(computer engineering),Computing (Computer Engineering)
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,97.4,81.6,3544,3500,3658,3650,3100,3996,environmental studies,Environmental Studies
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,81.5,3457,3200,3490,3300,3200,3500,arts in game design,Arts In Game Design
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,80,63.3,3081,3200,3125,3200,2835,3500,fine arts in digital art and animation,Fine Arts In Digital Arts & Animation
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,88.2,85.3,4229,4000,4324,4000,3700,4968,in computer science and game design,In Computer Science & Game Design
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,95.1,92.7,4962,4600,4984,4600,4300,5175,in computer science in real-time interactive simulation,In Computer Science In Real-Time Interactive Simulation
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.7,86.8,3363,3400,3431,3400,3200,3460,accountancy with honours,Accountancy With Honours
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,98.2,4934,4800,5251,4950,4605,5552,with honours in information & communications technology (information security),With Honours In Information & Communications Technology (Information Security)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100,98,5126,5000,5215,5000,4590,5500,with honours in information & communications technology (software engineering),With Honours In Information & Communications Technology (Information Security)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,100,91.7,3297,3200,3394,3300,2500,4000,with honours in aircraft systems engineering,With Honours In Aircraft Systems Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,98.3,87.9,3423,3500,3736,3600,3300,4000,with honours in pharmaceutical engineering,With Honours In Chemical Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98,96.1,3707,3600,3773,3680,3500,3950,with honours in sustainable infrastructure engineering (building services),With Honours In Sustainable Infrastructure Engineering (Land)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) ^,96.3,88.9,3606,3500,3788,3700,3485,4250,with honours in sustainable infrastructure engineering (land),With Honours In Sustainable Infrastructure Engineering (Land)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),97.5,85,4086,4000,4146,4000,3850,4500,with honours in telematics (intelligent transportation systems engineering),With Honours In Telematics (Intelligent Transportation Systems Engineering)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,96.1,80.3,3037,3000,3216,3000,2800,3500,hospitality business with honours,Hospitality Business With Honours
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),100,100,3670,3500,3880,3700,3500,4025,(diagnostic radiography),(Diagnostic Radiography)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),100,98.3,3521,3500,3546,3500,3400,3690,(occupational therapy),(Occupational Therapy)
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,100,100,3310,3500,3328,3500,3000,3500,(radiation therapy),(Radiation Therapy)
2021,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),100,95.1,4086,4000,4402,4370,3700,4900,with honours in systems engineering (electromechanical systems),In Systems Engineering (Electromechanical Systems)
2021,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,96.4,89.1,3221,3300,3322,3300,3000,3500,food technology with honours,Food Technology With Honours
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,79.2,64.2,3466,3500,3836,3700,3350,4200,with honours in chemical engineering,With Honours In Chemical Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,98.3,84.5,3583,3500,3691,3600,3500,3850,with honours in electrical power engineering,With Honours In Chemical Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,90.5,3598,3500,3819,3750,3400,4250,with honours in marine engineering,With Honours In Chemical Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.4,90.2,3646,3600,3787,3650,3600,4000,with honours in mechanical design and manufacturing engineering,With Honours In Mechanical Design & Manufacturing Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,95.7,3476,3300,3592,3400,3250,3850,with honours in naval architecture,With Honours In Naval Architecture
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,82.4,70.6,3513,3500,3575,3550,3350,3850,with honours in offshore engineering,With Honours In Chemical Engineering
2021,Singapore Institute of Technology,SIT-Trinity College Dublin,Bachelor of Science (Physiotherapy),97.9,96.8,3516,3500,3591,3525,3400,3800,(physiotherapy),(Physiotherapy)
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,92.8,92.8,3650,3600,3719,3675,3500,3933,with honours in civil engineering,With Honours In Chemical Engineering
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,98.3,86.4,3403,3350,3697,3700,3350,3990,with honours in nursing,With Honours In Nursing Practice
2021,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,95.7,87,3495,3500,3645,3557,3400,3865,in chemical engineering,In Chemical Engineering
2021,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology ^,81.5,74.1,3649,3600,3806,3700,3250,4265,in electrical engineering & information technology,In Electrical Engineering & Information Technology
2021,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,91.9,67.7,2647,2500,2817,2700,2500,3100,business administration in food business management,Business Administration In Food Business Management
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,94.4,59.3,2951,3000,2989,3000,2700,3200,arts with honours in communication design,Arts With Honours In Communication Design
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,94.3,65.7,2761,3000,2807,3000,2500,3100,arts with honours in interior design,Arts With Honours In Communication Design
2021,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,95.5,81.8,3807,3600,4001,3850,3400,4500,arts with honours in criminology and security,Arts With Honours In Criminology And Security
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,98.7,93,3751,3400,3814,3400,3200,4000,accountancy,Accountancy
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),97.9,92.6,4161,3700,4213,3850,3300,4600,accountancy (cum laude and above),Accountancy Cum Laude And Above
2021,Singapore Management University,School of Business (4-year programme) *,Business Management,96.6,86,4229,4000,4371,4000,3500,4650,business management,Business Management
2021,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),96.6,90.3,4705,4333,4855,4480,3800,5043,business management (cum laude and above),Business Management (4-Year Programme) Cum Laude And Above
2021,Singapore Management University,School of Economics (4-year programme) *,Economics,91.8,83.5,4641,4275,4777,4435,3800,5250,economics,Economics
2021,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.1,91.2,5209,4750,5310,4900,4191,5810,economics (cum laude and above),Economics (Cum Laude And Above)
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,98.2,94.6,4774,4860,4906,5000,4200,5350,information systems,Information Systems
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),97.4,93.6,5317,5050,5499,5350,5000,5833,information systems (cum laude and above),Information Systems Management Cum Laude And Above
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,94.1,77.1,3656,3465,3836,3600,3200,4010,social sciences,Social Sciences
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),96.9,86.2,3856,3500,4063,3763,3350,4500,social sciences (cum laude and above),Social Sciences Cum Laude And Above
2021,Singapore Management University,School of Law (4-year programme) *,Law #,100,98.3,5319,5500,5433,5600,4500,6000,law,Law
2021,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,100,98.8,5613,5600,5754,5800,5025,6000,law (cum laude and above),Law Cum Laude And Above
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,93,88.4,2949,3000,2963,3000,2800,3100,early childhood education,Early Childhood Education
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,95.6,80.9,3249,3200,3412,3200,3000,3500,human resource management,Human Resource Management
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,94.7,86.8,3432,3530,3461,3530,3400,3580,social work,Social Work
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.6,89,3199,3200,3231,3200,3000,3400,accountancy,Accountancy
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Business Analytics,93.5,83.9,4218,3800,4372,3800,3350,4900,in business analytics,In Business Analytics
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,84.4,56.3,3856,3500,3862,3500,3300,4350,in finance,In Finance
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.4,63.6,3303,3200,3411,3275,2820,3600,in marketing,In Marketing
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management,97.4,79.5,3245,3200,3381,3300,3025,3500,in supply chain management,In Supply Chain Management
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Computer Science and Design),98.3,96.7,4936,4800,5030,4800,4400,5414,(computer science and design),(Computer Science And Design)
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),89.9,85.5,4047,4000,4141,4000,3750,4500,(engineering product development),(Engineering Product Development)
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.5,90.9,4542,4500,4778,4700,3900,5000,(engineering systems and design),(Engineering Systems And Design)
2021,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),96.6,89.7,3800,3801,3842,3875,3430,4200,(architecture and sustainable design),(Architecture And Sustainable Design)
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,88.5,76.9,3808,3670,3928,3700,3500,4000,arts,Arts
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),87.5,74.4,3889,3850,4034,4000,3500,4390,arts (hons),Arts (Hons)
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,92.3,81.1,3935,3650,4056,3795,3500,4350,social sciences,Social Sciences
2022,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4331,4200,4331,4200,4200,4600,dental surgery,Dental Surgery
2022,National University of Singapore,Faculty of Law,Bachelor of Laws #,97.3,94.6,5935,6000,6182,6400,5500,6800,laws,Laws
2022,National University of Singapore,Faculty of Science,Bachelor of Science ^,85.2,63,3630,3500,3823,3600,3500,4000,science,Science
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),90.6,80.1,4040,3720,4174,3850,3500,4500,(hons),(Hons)
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology)**,na,na,na,na,na,na,na,na,(computational biology),Computing (Computational Biology)
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,98.4,95.1,3829,3798,4053,4000,3750,4250,(pharmacy),(Pharmacy)
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmaceutical Science) (Hons) ^,94.1,76.5,3769,3700,3808,3700,3400,4350,(pharmaceutical science) (hons),(Pharmaceutical Science) (Hons)
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),96.8,96.8,5562,5500,5616,5500,4628,6100,(data science and analytics),(Data Science And Analytics)
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration,87.9,78.8,5653,5000,6026,5100,4000,7000,business administration,Business Administration
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),97.1,95.7,5346,4600,5519,4696,4000,5938,business administration (hons),Business Administration
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,93.3,93.3,5494,3800,5560,3800,3400,5500,business administration (accountancy),Business Administration (Accountancy)
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99.3,97.9,4619,4000,4668,4000,3600,5000,business administration (accountancy) (hons),Business Administration (Accountancy)
2022,National University of Singapore,NUS Business School,Bachelor of Science (Real Estate),99,95.1,3924,3800,4062,3850,3600,4400,(real estate),(Real Estate)
2022,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.8,96.1,6954,6500,7121,6600,5341,7583,computing (computer science),Computing (Computer Engineering)
2022,National University of Singapore,School of Computing,Bachelor of Computing (Information Security),94.6,91.1,5274,5400,5660,5500,4800,6475,computing (information security),Computing (Information Systems)
2022,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),95.3,93,5551,5300,5672,5500,4800,6250,computing (information systems),Computing (Information Systems)
2022,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),96.2,95.2,5845,5500,5966,5500,5000,6600,(business analytics),(Business Analytics)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Biomedical Engineering),97.2,91.6,4140,3800,4268,4000,3500,5000,(biomedical engineering),(Chemical Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Chemical Engineering),96.6,95.5,4487,4400,4690,4675,4018,5100,(chemical engineering),(Chemical Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Civil Engineering),93.8,88.9,3979,3921,4139,4000,3700,4400,(civil engineering),(Chemical Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Electrical Engineering),92.2,90.7,4730,4700,4913,4800,4380,5500,(electrical engineering),(Chemical Engineering)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Engineering Science) ^,100,100,4622,4450,4659,4450,4080,5000,(engineering science),(Engineering Science)
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Environmental Engineering),87.1,83.9,4252,4000,4496,4200,3850,5000,(environmental engineering),(Environmental Engineering)
