year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2015,SIT,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,89.2,81.1,2683,2700,2876,2700,2475,3050,bachelor of science with in food & human nutrition,1,Science
2015,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,87.5,79.2,2759,2800,2970,2950,2800,3200,bachelor of science in chemical engineering,0,Engineering
2015,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,100,90,3044,3100,3339,3250,3000,3488,bachelor of science in electrical engineering & information technology,0,Engineering
2015,SIT,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,92.6,81.5,2482,2300,2586,2400,2000,2800,bachelor of professional studies in culinary arts management,0,Business and Management
2015,SIT,Singapore Institute of Technology -Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),100,100,3322,3300,3486,3488,3313,3650,bachelor in science (diagnostic radiography),0,Medicine and Health Sciences
2015,SIT,Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3126,3120,3149,3125,3000,3225,bachelor in science (occupational therapy),0,Medicine and Health Sciences
2015,SIT,Trinity College Dublin,Bachelor in Science (Physiotherapy),100,98.3,3234,3200,3310,3222,3200,3500,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2015,SIT,Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,,,,,,,,,bachelor in science (radiation therapy),0,Medicine and Health Sciences
2015,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.6,73.7,2766,3000,2840,3000,2614,3293,bachelor of engineering with in aeronautical engineering,1,Engineering
2015,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,83.3,70.8,3128,3000,3185,3000,2882,3300,bachelor of engineering with in aerospace systems,1,Engineering
2015,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,72.2,61.1,3160,3000,3685,3250,2960,4200,bachelor of engineering with in mechanical design engineering,1,Engineering
2015,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,96.4,94.5,3202,3000,3404,3100,2975,3875,bachelor of engineering with in mechatronics,1,Engineering
2015,SIT,University of Glasgow,Bachelor of Science with Honours in Computing Science,95.6,86.7,3247,3250,3391,3300,3152,3400,bachelor of science with in computing science,1,Computer Science and IT
2015,SIT,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98.3,96.7,3304,3400,3624,3615,3400,3838,bachelor of science with in nursing practice,1,Science
2015,SIT,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),89.9,82.6,2515,2500,2607,2548,2338,2850,bachelor of science (major in hospitality management),0,Business and Management
2015,SIT,Wheelock College,Bachelor of Science in Early Childhood Education,100,96.4,2772,2700,2807,2700,2608,3000,bachelor of science in early childhood education,0,Education
2016,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.3,95.1,3027,2900,3063,2900,2900,3100,bachelor of accountancy,1,Business and Management
2016,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.4,96.6,3836,3500,3893,3500,3100,4250,bachelor of accountancy,1,Business and Management
2016,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),89.6,77.1,3348,3200,3444,3300,3000,3800,bachelor of business,1,Business and Management
2016,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),94.4,94.4,4232,4000,4407,4600,3800,5000,bachelor of business,1,Business and Management
2016,NTU,College of Engineering,Aerospace Engineering,82.4,77.9,3761,3625,3840,3675,3350,4435,aerospace engineering,0,Engineering
2016,NTU,College of Engineering,Aerospace Engineering,,,,,,,,,aerospace engineering,0,Engineering
2016,NTU,College of Engineering,Bioengineering,77.8,63.9,3151,3200,3317,3237,3000,3510,bioengineering,0,Engineering
2016,NTU,College of Engineering,Business,,,,,,,,,business,0,Business and Management
2016,NTU,College of Engineering,Chemical,80.6,72.6,3336,3225,3476,3400,3200,3800,chemical,0,Engineering
2016,NTU,College of Engineering,Civil Engineering,92.4,91.6,3407,3250,3505,3300,3200,3800,civil engineering,0,Engineering
2016,NTU,College of Engineering,Computer Engineering,83.3,75.9,3792,3500,3833,3500,3300,4420,computer engineering,0,Engineering
2016,NTU,College of Engineering,Computer Science,94.6,91.4,3784,3500,3848,3500,3300,4333,computer science,0,Computer Science and IT
2016,NTU,College of Engineering,Electrical,89.1,83.6,3443,3300,3517,3400,3190,3800,electrical,0,Engineering
2016,NTU,College of Engineering,Environmental Engineering,80.6,74.2,3156,3100,3216,3100,2800,3400,environmental engineering,0,Science
2016,NTU,College of Engineering,Information Engineering,94.6,87.5,3496,3350,3570,3350,3000,4000,information engineering,0,Engineering
2016,NTU,College of Engineering,Maritime Studies,94.2,88.5,3305,3300,3328,3398,3083,3500,maritime studies,0,Engineering
2016,NTU,College of Engineering,Materials Engineering,81.3,73.5,3197,3200,3317,3300,3000,3500,materials engineering,0,Engineering
2016,NTU,College of Engineering,Materials Engineering,,,,,,,,,materials engineering,0,Engineering
2016,NTU,College of Engineering,Mechanical Engineering,86,79.9,3417,3300,3505,3350,3050,3959,mechanical engineering,0,Engineering
2016,NTU,College of Engineering,Mechanical Engineering,,,,,,,,,mechanical engineering,0,Engineering
2016,NTU,"College of Humanities, Arts & Social Sciences","Art, Design & Media",79.7,46.6,2718,2700,2761,2700,2500,3000,"art, design & media",0,Design and Media
2016,NTU,"College of Humanities, Arts & Social Sciences",Chinese,91.1,74.7,3239,3300,3345,3300,3050,3500,chinese,0,Arts and Humanities
2016,NTU,"College of Humanities, Arts & Social Sciences",Communication Studies,87.7,69.6,2938,2900,2996,3000,2575,3365,communication studies,0,Arts and Humanities
2016,NTU,"College of Humanities, Arts & Social Sciences",Economics,91.3,79.3,3385,3300,3440,3300,3000,3850,economics,0,Mathematics and Statistics
2016,NTU,"College of Humanities, Arts & Social Sciences",English,75,54.2,2974,3000,2997,3000,2700,3400,english,0,Arts and Humanities
2016,NTU,"College of Humanities, Arts & Social Sciences",History,87.2,76.6,3027,3000,3082,3000,2700,3500,history,0,Arts and Humanities
2016,NTU,"College of Humanities, Arts & Social Sciences",Linguistics,81.8,61.8,3283,3315,3368,3365,2960,3500,linguistics,0,Arts and Humanities
2016,NTU,"College of Humanities, Arts & Social Sciences",Psychology,82.1,66.7,3083,3100,3136,3200,2800,3500,psychology,0,Social Sciences
2016,NTU,"College of Humanities, Arts & Social Sciences",Public Policy,,,,,,,,,public policy,0,Social Sciences
2016,NTU,"College of Humanities, Arts & Social Sciences",Sociology,86.1,63.9,3279,3300,3480,3500,3000,3850,sociology,0,Social Sciences
2016,NTU,College of Sciences,Biomedical Sciences & Chinese Medicine #,94.4,88.9,2525,2400,2577,2500,2150,2800,biomedical sciences & chinese medicine,0,Medicine and Health Sciences
2016,NTU,College of Sciences,Biological Sciences,80.5,64,3132,3100,3222,3175,3000,3550,biological sciences,0,Science
2016,NTU,College of Sciences,Chemistry & Biological Chemistry,80.6,64.2,3119,3000,3234,3149,2925,3500,chemistry & biological chemistry,0,Science
2016,NTU,College of Sciences,Mathematical Sciences,88.5,76.9,3453,3400,3535,3500,3200,3750,mathematical sciences,0,Science
2016,NTU,College of Sciences,Mathematics & Economics,89.4,72.7,3346,3150,3458,3300,3000,3750,mathematics & economics,0,Mathematics and Statistics
2016,NTU,College of Sciences,Physics / Applied Physics,85.7,77.1,3578,3350,3683,3450,3100,4000,physics / applied physics,0,Science
2016,NTU,Sports Science and Management,Sports Science,83.1,66.1,3196,3100,3272,3200,2825,3500,sports science,0,Science
2016,NTU,National Institute of Education (NIE),Arts (with Education),100,100,3337,3500,3525,3525,3400,3615,arts (with education),0,Education
2016,NTU,National Institute of Education (NIE),Science (with Education),100,100,3438,3500,3546,3525,3500,3850,science (with education),0,Education
2016,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,86.1,62.5,2971,3000,3063,3000,2600,3200,bachelor of arts,0,Arts and Humanities
2016,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),90.7,74.1,3258,3300,3321,3500,3000,3600,bachelor of arts,1,Arts and Humanities
2016,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,89.5,73.3,3341,3300,3423,3300,3000,3650,bachelor of social sciences,0,Science
2016,NUS,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4173,4050,4221,4050,4050,4450,bachelor of dental surgery,0,Medicine and Health Sciences
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),91.9,80.6,3314,3100,3366,3200,3000,3500,bachelor of engineering (biomedical engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),85.3,80.3,3414,3250,3562,3450,3150,4000,bachelor of engineering (chemical engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.3,91.9,3402,3300,3509,3420,3200,3800,bachelor of engineering (civil engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),89.1,85.9,3884,3700,3942,3900,3467,4500,bachelor of engineering (computer engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),91.9,87.6,3669,3400,3765,3500,3200,4200,bachelor of engineering (electrical engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),85.2,74.1,3549,3400,3707,3740,3350,4026,bachelor of engineering (engineering science),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),79.3,65.5,3432,3300,3470,3350,3000,3832,bachelor of engineering (environmental engineering),0,Science
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),80.3,78.9,3788,3450,3879,3500,3300,4250,bachelor of engineering (industrial and systems engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),90.2,78.4,3381,3300,3501,3540,3200,3900,bachelor of engineering (materials science and engineering),0,Engineering
2016,NUS,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),86.6,81,3470,3300,3560,3400,3150,3800,bachelor of engineering (mechanical engineering),0,Engineering
2016,NUS,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,97.7,95.9,4844,4775,4898,4900,4200,5600,bachelor of laws (l.l.b),1,Law
2016,NUS,Faculty of Science,Bachelor of Applied Science **,,,,,,,,,bachelor of applied science,0,Science
2016,NUS,Faculty of Science,Bachelor of Applied Science (Hons),81,61.9,2905,2800,3058,3130,2800,3350,bachelor of applied science,1,Science
2016,NUS,Faculty of Science,Bachelor of Science,84.3,59.4,2895,3000,2995,3000,2600,3225,bachelor of science,0,Science
2016,NUS,Faculty of Science,Bachelor of Science (Hons),84.9,71.7,3331,3300,3386,3300,3000,3650,bachelor of science,1,Science
2016,NUS,Faculty of Science,Bachelor of Science (Computational Biology) **,,,,,,,,,bachelor of science (computational biology),0,Science
2016,NUS,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,99.1,97.2,3500,3500,3597,3600,3300,3950,bachelor of science (pharmacy),1,Medicine and Health Sciences
2016,NUS,NUS Business School,Bachelor of Business Administration,93.6,80.7,3232,3000,3282,3000,2837,3500,bachelor of business administration,0,Business and Management
2016,NUS,NUS Business School,Bachelor of Business Administration (Hons),96.4,92.8,4126,3600,4207,3620,3258,4500,bachelor of business administration,1,Business and Management
2016,NUS,NUS Business School,Bachelor of Business Administration (Accountancy),88.6,86.4,2977,2900,3020,2963,2800,3100,bachelor of business administration (accountancy),0,Business and Management
2016,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99,99,3435,3000,3465,3075,2900,3800,bachelor of business administration (accountancy),1,Business and Management
2016,NUS,School of Computing,Bachelor of Computing (Communications And Media) **,,,,,,,,,bachelor of computing (communications and media),0,Arts and Humanities
2016,NUS,School of Computing,Bachelor of Computing (Computer Science),96.3,93.3,4320,4000,4385,4000,3500,5000,bachelor of computing (computer science),0,Computer Science and IT
2016,NUS,School of Computing,Bachelor of Computing (Electronic Commerce) **,,,,,,,,,bachelor of computing (electronic commerce),0,Computer Science and IT
2016,NUS,School of Computing,Bachelor of Computing (Information Systems),94,94,3875,3800,3969,4000,3365,4500,bachelor of computing (information systems),0,Computer Science and IT
2016,NUS,School of Design & Environment,Bachelor of Arts (Architecture) #,93.2,89.8,3926,4000,3960,4000,3500,4250,bachelor of arts (architecture),0,Others
2016,NUS,School of Design & Environment,Bachelor of Arts (Industrial Design),90.6,65.6,3282,3000,3320,3000,2900,4000,bachelor of arts (industrial design),0,Design and Media
2016,NUS,School of Design & Environment,Bachelor of Science (Project and Facilities Management),87.8,84.7,3035,3000,3113,3000,2850,3276,bachelor of science (project and facilities management),0,Business and Management
2016,NUS,School of Design & Environment,Bachelor of Science (Real Estate),94.6,92.4,3247,3000,3368,3200,2950,3735,bachelor of science (real estate),0,Science
2016,NUS,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,99.4,99.4,4460,4500,4887,5000,4500,5200,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2016,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),93.2,90.9,3166,3200,3363,3400,3200,3425,bachelor of science (nursing),0,Science
2016,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),95.1,95.1,3308,3300,3529,3500,3400,3600,bachelor of science (nursing),1,Science
2016,NUS,Yong Siew Toh Conservatory of Music,Bachelor of Music,85.7,14.3,3250,3250,3250,3250,2999,3500,bachelor of music,0,Others
2016,NUS,Multi-Disciplinary Programme,Bachelor of Environmental Studies,83.8,67.6,3347,3250,3399,3300,3000,3500,bachelor of environmental studies,0,Science
2016,SMU,School of Accountancy (4-year programme) *,Accountancy,98.5,96,3390,3000,3455,3000,2900,3600,accountancy,0,Business and Management
2016,SMU,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,100,100,3827,3500,3943,3600,3000,4583,accountancy cum laude and above,0,Business and Management
2016,SMU,School of Business (4-year programme) *,Business Management,92.4,84.6,3727,3400,3831,3500,3000,4000,business management,0,Business and Management
2016,SMU,School of Business (4-year programme) *,Business Management Cum Laude and above,96.1,92.1,4140,3550,4234,3660,3250,4583,business management cum laude and above,0,Business and Management
2016,SMU,School of Economics (4-year programme) *,Economics,93.4,84,3801,3500,3906,3700,3200,4300,economics,0,Mathematics and Statistics
2016,SMU,School of Economics (4-year programme) *,Economics Cum Laude and above,97,92.5,4315,4000,4425,4107,3800,4750,economics cum laude and above,0,Mathematics and Statistics
2016,SMU,School of Information Systems (4-year programme) *,Information Systems Management,95.7,91.5,3837,3500,3897,3600,3200,4167,information systems management,0,Computer Science and IT
2016,SMU,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,97.5,95,4504,4167,4603,4167,3800,4750,information systems management cum laude and above,0,Computer Science and IT
2016,SMU,School of Social Sciences (4-year programme) *,Social Sciences,91.5,80.4,3199,3100,3311,3145,3000,3500,social sciences,0,Science
2016,SMU,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,94.9,87.2,3405,3300,3548,3400,3000,3668,social sciences cum laude and above,0,Science
2016,SMU,School of Law (4-year programme) *,Law #,95.8,93.7,4810,4600,4915,4850,4200,5800,law,0,Law
2016,SMU,School of Law (4-year programme) *,Law Cum Laude and above #,96.7,96.7,4950,4950,5095,5300,4500,5800,law cum laude and above,0,Law
2016,SIT,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,,,,,,,,,bachelor of arts in game design,0,Design and Media
2016,SIT,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,73.3,53.3,3045,3000,3052,3000,2700,3016,bachelor of fine arts in digital arts & animation,0,Design and Media
2016,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,85.7,85.7,3312,3400,3329,3400,3100,3500,bachelor of science in computer science & game design,0,Design and Media
2016,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,92.9,3729,3680,3803,4000,3500,4200,bachelor of science in computer science in real-time interactive simulation,0,Computer Science and IT
2016,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,91.1,58.9,2652,2600,2652,2600,2500,2700,bachelor of arts with in communication design,1,Design and Media
2016,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,97.4,76.3,2467,2500,2485,2515,2200,2800,bachelor of arts with in interior design,1,Design and Media
2016,SIT,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,85.9,71.8,3201,3100,3463,3300,3080,3650,bachelor of engineering with in chemical engineering,1,Engineering
2016,SIT,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,86.4,79.7,3239,3000,3440,3200,2800,3700,bachelor of engineering with in electrical power engineering,1,Engineering
2016,SIT,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,95.2,81,3812,3425,3956,3840,3200,4530,bachelor of engineering with in marine engineering,1,Engineering
2016,SIT,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,87,77.8,3162,3000,3344,3200,2900,3575,bachelor of engineering with in mechanical design & manufacturing engineering,1,Engineering
2016,SIT,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,90,90,3172,3250,3239,3300,3000,3500,bachelor of engineering with in naval architecture,1,Others
2016,SIT,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,86.4,72.7,3172,3275,3286,3430,3000,3600,bachelor of engineering with in offshore engineering,1,Engineering
2016,SIT,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,86.7,62.2,2598,2600,2707,2600,2420,2800,bachelor of science with in food & human nutrition,1,Science
2016,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,78.6,67.9,2776,2900,3149,3130,2500,3700,bachelor of science in chemical engineering,0,Engineering
2016,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,90.9,86.4,2978,3000,3042,3000,2825,3350,bachelor of science in electrical engineering & information technology,0,Engineering
2016,SIT,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,86.2,69,2231,2250,2344,2300,2000,2500,bachelor of professional studies in culinary arts management,0,Business and Management
2016,SIT,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),88.2,88.2,3406,3385,3628,3660,3400,3930,bachelor in science (diagnostic radiography),0,Medicine and Health Sciences
2016,SIT,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3297,3200,3301,3200,3100,3500,bachelor in science (occupational therapy),0,Medicine and Health Sciences
2016,SIT,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3310,3300,3344,3300,3240,3500,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2016,SIT,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,,,,,,,,,bachelor in science (radiation therapy),0,Medicine and Health Sciences
2016,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.6,65.3,3042,3000,3277,3200,2800,3700,bachelor of engineering with in aeronautical engineering,1,Engineering
2016,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.2,64.4,3312,3225,3390,3275,2900,4009,bachelor of engineering with in aerospace systems,1,Engineering
2016,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,87,70.4,3187,3000,3273,3200,3000,3365,bachelor of engineering with in mechanical design engineering,1,Engineering
2016,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,88.7,80.3,3406,3200,3523,3300,3000,3800,bachelor of engineering with in mechatronics,1,Engineering
2016,SIT,University of Glasgow,Bachelor of Science with Honours in Computing Science,89.8,81.6,3645,3600,3704,3600,3400,3900,bachelor of science with in computing science,1,Computer Science and IT
2016,SIT,University of Manchester,Bachelor of Science with Honours in Nursing Practice,92.7,85.5,3378,3400,3600,3600,3400,3750,bachelor of science with in nursing practice,1,Science
2016,SIT,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,92.6,81.5,4096,4200,4131,4200,3700,4600,bachelor of arts with in criminology and security,1,Arts and Humanities
2016,SIT,Wheelock College,Bachelor of Science in Early Childhood Education,98,92,2705,2700,2707,2700,2600,2850,bachelor of science in early childhood education,0,Education
2016,SUTD,,Bachelor of Engineering (Engineering Product Development),87,79.7,3620,3500,3690,3600,3300,3750,bachelor of engineering (engineering product development),0,Engineering
2016,SUTD,,Bachelor of Engineering (Information Systems Technology and Design),91.9,91.9,4197,4000,4232,4000,3500,4950,bachelor of engineering (information systems technology and design),0,Computer Science and IT
2016,SUTD,,Bachelor of Engineering (Engineering Systems and Design),100,93.5,3695,3600,3830,3650,3550,4200,bachelor of engineering (engineering systems and design),0,Engineering
2016,SUTD,,Bachelor of Science (Architecture and Sustainable Design) ###,,,,,,,,,bachelor of science (architecture and sustainable design),0,Others
2017,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.1,94.5,3121,3000,3166,3000,2900,3100,bachelor of accountancy,1,Business and Management
2017,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.2,94.3,3830,3500,3892,3600,3013,4317,bachelor of accountancy,1,Business and Management
2017,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),93,80.8,3530,3300,3643,3300,3000,3800,bachelor of business,1,Business and Management
2017,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),100,95,5036,4750,5225,5000,4000,5362,bachelor of business,1,Business and Management
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),80,75,3645,3492,3702,3500,3250,4210,bachelor of engineering  (aerospace engineering),1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Engineering (Hons) (Aerospace Engineering),,,,,,,,,double degree in bachelor of engineering  (aerospace engineering),1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),78.3,65.2,3326,3200,3486,3419,3000,3825,bachelor of engineering  (bioengineering),1,Engineering
2017,NTU,College of Engineering,Bachelor Of Engineering  (Hons) (Chemical,82.3,75.3,3326,3200,3577,3500,3200,4000,bachelor of engineering  (chemical,1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Engineering  (Hons) (Chemical,,,,,,,,,double degree in bachelor of engineering  (chemical,1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),98.5,96.9,3373,3300,3442,3400,3190,3675,bachelor of engineering  (civil engineering),1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Engineering (Hons) (Civil Engineering),,,,,,,,,double degree in bachelor of engineering  (civil engineering),1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),95.1,87.8,3667,3600,3743,3600,3450,3925,bachelor of engineering  (computer engineering),1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),92.4,86.7,4078,3750,4160,3850,3500,4500,bachelor of engineering  (computer science),1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Business (Hons),,,,,,,,,double degree in bachelor of business,1,Business and Management
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),89.3,85,3532,3500,3657,3600,3200,4000,bachelor of engineering  (electrical & electronic engineering),1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),71.8,64.1,3538,3475,3588,3635,3200,3950,bachelor of engineering  (environmental engineering),1,Science
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),86.9,78.7,3685,3677,3790,3700,3350,4200,bachelor of engineering  (information engineering & media),1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Engineering (Hons) (Information Engineering & Media),,,,,,,,,double degree in bachelor of engineering  (information engineering & media),1,Engineering
2017,NTU,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),92.2,92.2,3279,3200,3333,3320,3000,3500,bachelor of science  (maritime studies),1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),84.9,75.6,3288,3200,3434,3375,3200,3700,bachelor of engineering  (materials engineering),1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Engineering (Hons) (Materials Engineering),,,,,,,,,double degree in bachelor of engineering  (materials engineering),1,Engineering
2017,NTU,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),82.7,74.9,3422,3300,3579,3450,3100,4000,bachelor of engineering  (mechanical engineering),1,Engineering
2017,NTU,College of Engineering,Double Degree In Bachelor Of Engineering (Hons) (Mechanical Engineering),,,,,,,,,double degree in bachelor of engineering  (mechanical engineering),1,Engineering
2017,NTU,College of Engineering,Bachelor of Fine Arts (Hons),88.5,54,2862,2800,2909,2800,2500,3200,bachelor of fine arts,1,Others
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in Chinese,84.6,67.7,3119,3300,3147,3300,2750,3500,bachelor of arts  in chinese,1,Arts and Humanities
2017,NTU,College of Engineering,Bachelor of Communication Studies (Hons),92.6,62.2,3134,3000,3184,3000,2775,3500,bachelor of communication studies,1,Arts and Humanities
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in Economics,84.7,75.5,3286,3200,3379,3240,3000,3720,bachelor of arts  in economics,1,Mathematics and Statistics
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in English,77.8,50.8,3042,3000,3149,3000,2800,3300,bachelor of arts  in english,1,Arts and Humanities
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in History,86,68.4,3206,3100,3265,3200,3000,3600,bachelor of arts  in history,1,Arts and Humanities
2017,NTU,College of Engineering,Bachelor Of Arts (Hons) In Linguistics,80,60,3042,3000,3117,3100,2600,3500,bachelor of arts  in linguistics,1,Arts and Humanities
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,,,,,,,,,bachelor of arts  in philosophy,1,Arts and Humanities
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in Psychology,78.9,59.2,3107,3107,3151,3200,2890,3500,bachelor of arts  in psychology,1,Social Sciences
2017,NTU,College of Engineering,Bachelor Of Arts (Hons) In Public Policy,74.1,66.7,3353,3300,3479,3395,3160,3750,bachelor of arts  in public policy,1,Social Sciences
2017,NTU,College of Engineering,Bachelor of Arts (Hons) in Sociology,77.6,62.1,3263,3200,3309,3228,2970,3500,bachelor of arts  in sociology,1,Social Sciences
2017,NTU,College of Sciences,Double Degree In Bachelor Of Science (Hons) In Biomedical Sciences,92,80,2722,2928,2792,2950,2500,3035,double degree in bachelor of science  in biomedical sciences,1,Medicine and Health Sciences
2017,NTU,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,80.4,62.6,3177,3100,3255,3200,3000,3500,bachelor of science  in biological sciences,1,Science
2017,NTU,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,70.1,51.1,3035,3000,3173,3100,2800,3488,bachelor of science  in chemistry & biological chemistry,1,Science
2017,NTU,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,89.7,79.5,3517,3400,3580,3500,3100,3800,bachelor of science  in mathematical sciences,1,Science
2017,NTU,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,89.8,83.1,3504,3290,3625,3400,3013,3775,bachelor of science  in mathematics & economics,1,Mathematics and Statistics
2017,NTU,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,81.6,61.8,3367,3300,3490,3300,3000,3819,bachelor of science  in physics/applied physics,1,Science
